Source,Target,Weight
humanity,law,4
humanity,philosophy,4
humanity,political science,4
humanity,psychology,4
legislation,philosophy,4
legislation,sociology,6
applied psychology,linguistics,3
applied psychology,philosophy,5
clinical psychology,computer science,4
clinical psychology,psychology,5
business,disinformation,3
computer science,disinformation,5
computer security,disinformation,3
disinformation,internet privacy,4
disinformation,world wide web,3
information warfare,law,4
information warfare,political science,4
information warfare,social media,3
artificial intelligence,generalization,9
artificial intelligence,scarcity,7
computer science,generalization,9
data science,generalization,3
data science,scarcity,9
deep learning,generalization,3
economics,generalization,3
generalization,machine learning,7
generalization,mathematical analysis,9
generalization,mathematics,9
generalization,microeconomics,3
generalization,operating system,4
generalization,process (computing),3
generalization,scarcity,3
machine learning,microeconomics,7
machine learning,scarcity,3
mathematical analysis,microeconomics,4
mathematical analysis,scarcity,4
mathematics,scarcity,8
operating system,scarcity,6
process (computing),scarcity,4
anomaly detection,geometry,4
artificial intelligence,block (permutation group theory),4
artificial neural network,geometry,3
artificial neural network,programming language,4
block (permutation group theory),data mining,4
block (permutation group theory),programming language,6
block (permutation group theory),set (abstract data type),3
computer network,data center,5
computer network,dimension (graph theory),3
computer science,data center,6
data mining,dimension (graph theory),3
botany,sustainable development,4
public relations,sustainable development,8
acoustics,computer security,16
acoustics,engineering,9
acoustics,identity (music),14
acoustics,internet privacy,11
aerospace engineering,malware,6
aerospace engineering,phishing,4
aerospace engineering,ransomware,3
computer science,identity (music),17
computer security,identity (music),15
countermeasure,internet privacy,4
countermeasure,malware,3
countermeasure,phishing,4
countermeasure,the internet,4
countermeasure,world wide web,4
engineering,identity (music),5
engineering,ransomware,4
identity (music),identity theft,3
identity (music),internet privacy,8
identity (music),physics,14
identity (music),the internet,3
identity (music),world wide web,4
identity theft,malware,4
phishing,physics,5
physics,ransomware,3
analytics,quantum mechanics,3
computer science,predictive power,4
data science,predictive power,4
domain (mathematical analysis),power (physics),4
domain (mathematical analysis),quantum mechanics,6
epistemology,predictive power,3
philosophy,predictive power,3
anomaly detection,cloud computing,7
anomaly detection,denial-of-service attack,9
anomaly detection,exploit,4
anomaly detection,operating system,23
cloud computing,denial-of-service attack,8
cloud computing,software-defined networking,5
computer security,software-defined networking,10
data mining,denial-of-service attack,14
denial-of-service attack,exploit,4
denial-of-service attack,intrusion detection system,18
denial-of-service attack,software-defined networking,4
distributed computing,exploit,3
internet of things,software-defined networking,3
intrusion detection system,virtualization,3
operating system,software-defined networking,8
software-defined networking,the internet,6
software-defined networking,virtualization,3
analytics,public relations,9
business,employee engagement,3
computer science,employee engagement,3
data science,employee engagement,3
employee engagement,knowledge management,3
employee engagement,political science,3
employee engagement,psychology,4
employee engagement,public relations,3
human resource management,political science,3
human resource management,psychology,6
human resource management,public relations,3
engineering,environmental resource management,9
environmental resource management,management science,3
human resource management,management science,4
general data protection regulation,privacy law,6
general data protection regulation,privacy policy,12
algorithm,law and economics,8
domain (mathematical analysis),sociology,9
domain (mathematical analysis),transparency (behavior),3
law and economics,mathematics,3
mathematical analysis,sociology,13
sociology,subject (documents),9
business,sustainable energy,3
electrical engineering,sustainable energy,4
energy (signal processing),physics,13
energy (signal processing),quantum mechanics,12
energy (signal processing),renewable energy,6
engineering,sustainable energy,4
physics,renewable energy,21
physics,sustainable energy,3
quantum mechanics,renewable energy,21
quantum mechanics,sustainable energy,3
renewable energy,sustainable energy,4
digital transformation,service (business),3
government (linguistics),process management,9
linguistics,process management,9
service delivery framework,world wide web,3
big data,critical infrastructure,5
big data,globe,3
big data,ophthalmology,3
biology,critical infrastructure,6
blockchain,context (archaeology),18
blockchain,enabling,3
blockchain,paleontology,18
blockchain,psychology,13
blockchain,psychotherapist,3
computer science,critical infrastructure protection,12
computer security,critical infrastructure protection,12
computer security,enabling,15
context (archaeology),critical infrastructure,4
critical infrastructure,critical infrastructure protection,12
critical infrastructure,medicine,3
critical infrastructure,paleontology,4
critical infrastructure,psychology,4
critical infrastructure,psychotherapist,4
critical infrastructure protection,operating system,6
enabling,operating system,7
blockchain,service (business),6
