Id,Frequency
Brecht Claerhout,1
Laura Clarke,1
Bertrand De Meulder,1
Gianni D’Errico,1
Alberto Di Meglio,1
Nikolaus Forgó,1
Caroline Gans Combe,1
Anne Gray,1
Marta Gut,1
Alexandra Gyllenberg,1
Georg Hemmrich‐Stanisak,1
L Hjorth,1
Yannis Ioannidis,1
Sonata Jarmalaitė,1
Alexander Kel,1
Ferath Kherif,1
Jan O. Korbel,1
Catherine Larue,1
Mitzi László,1
Lilian Oliveira Magalhães,1
I. Manneh-Vangramberen,1
Edwin Morley‐Fletcher,1
Per Oksvold,1
Neil P. Oxtoby,1
Isabelle Perseil,2
Vasileios C. Pezoulas,2
O. Riess,1
Heleen Riper,1
Josep Roca,1
Philippe Sabatier,1
Ferrán Sanz,1
Mesud Essa Tayeb,1
Gard O. S. Thomassen,1
J. Van Bussel,1
Marc Van den Bulcke,1
Herman Van Oyen,1
P. Bhaskara Prasad,1
Abiya Mathew,1
Shalu Jose,1
Mohammad Abdulkader Akbarsh,1
Sreejith Parameswara Panicker,1
Michael Hogan,1
Annie W. Sokol,1
Tong Jin,1
Ahamed Aljuhani,1
Paraskevas Koukaras,1
Konstantinos D. Afentoulis,1
Paschalis A. Gkaidatzis,1
Aristeidis Mystakidis,1
Dimosthenis Ioannidis,1
Stylianos I. Vagropoulos,1
Christos Tjortjis,1
Ali Benabdallah,1
Antoine Audras,1
Louis Coudert,1
Nour El Madhoun,1
Mohamad Badra,1
Lyytinen Lescrauwaet,1
Hekkert Wagner,1
C. Y. YOON,1
Sovacool Shukla,1
Daniel Ramotsoela,1
Rahime Belen-Saglam,1
Enes Altuncu,1
Yang Lü,1
Shujun Li,1
Christine Eriksen,1
Benjamin Scharte,1
Augustine O. Ifelebuegu,1
Peace Kulume,1
Perpetua Cherukut,1
Fadi Thabtah,1
David Peebles,1
Nabin Chowdhury,1
Ira Rubinstein,1
Jasleen Kaur,1
Md. Mottahir Alam,1
Adil Hussain Seh,1
Jehad F. Al‐Amri,1
Ahmad F. Subahi,1
Nitish Pathak,1
Maayan Malter,1
Morris B. Holbrook,1
Barbara E. Kahn,1
Jeffrey R. Parker,1
Donald R. Lehmann,1
Anmol Arora,2
Ananya Arora,1
Ibo van de Poel,2
Iva Nenadić,1
Paulin Kamuangu,2
Zsófia Tóth,1
Markus Blut,1
Lu Tang,1
Jinxu Li,1
Sophia Fantus,1
Vini Vijayan,1
James Connolly,1
Joan Condell,1
Nigel McKelvey,1
Philip Gardiner,1
Abdullah Alabdulatif,2
Navod Neranjan Thilakarathne,3
Zaharaddeen Karami Lawal,2
Khairul Eahsun Fahim,1
Rufai Yusuf Zakari,1
Phuong Thao Mai,1
Andrea Tick,1
Gaspare D’Amico,1
Pasqua L’Abbate,1
Wenjie Liao,1
Giuseppe Ioppolo,1
Rosita Eberechukwu Daraojimba,1
Funmilola Olatundun Olatoye,2
Noluthando Mhlongo,1
Timothy Tolulope Oke,3
Stanton Heister,1
Kristi Yuthas,1
Ag Asri Ag Ibrahim,1
Tim Stevens,1
Daisy Nkele Molokomme,1
Ines Hilali Jaghdam,1
Sanwar khan,1
Khalid Al Sulaiman,1
Abdullah F. Alharthi,1
Rahaf Alqahtani,1
Abdulrhman Aljouie,1
Anas Khan,1
Ahmed Al‐Jedai,1
Abdulqader Almoeen,1
Mohammed Alshennawi,1
Lubna Alnasser,1
Abdulmajeed M. Alshehri,1
Mohammed Alzahrani,1
Haifa A. Alhaidal,1
Raghad Alhajaji,1
Salman Alotaibi,1
Esraa Z Redhwan,1
Fahad Alharthi,1
Badr G Alghamdi,1
Ala'a Alquayt,1
Ohoud Aljuhani,1
Georgios Georgiadis,2
Yong Chen,1
Souhila Badra Guendouzi,1
Samir Ouchani,1
Hiba EL Assaad,1
Madeleine El Zaher,1
"Mejia-Aguilar, Abraham",1
"Chuprikova, Ekaterina",1
Bernardo Pulido-Gaytán,1
Andrei Tchernykh,1
Jorge M. Cortés-Mendoza,1
Mikhail Babenko,1
Gleb Radchenko,1
Arutyun Avetisyan,1
Alexander Yu. Drozdov,1
Tom Dobber,1
R. Ó Fathaigh,1
Bongs Lainjo,1
Hanan Tsmouche,1
Mohamed Mustaf Ahmed,1
Majd Oweidat,1
Zhinya Kawa Othman,1
Shuaibu Saidu Musa,1
Javier Galbally,1
Christian Rathgeb,1
Faiyaz Doctor,1
Brian More,1
Shahid Mahmud,1
Usman Yousuf,1
Kathleen Murphy,1
Erica Di Ruggiero,1
Ross Upshur,1
Donald J. Willison,1
Jia Cai,1
Nakul Malhotra,1
Vincci Lui,1
Jennifer Gibson,1
Moira Aikenhead,1
Kristen Thomasen,1
Suzie Dunn,1
Alison Marganski,1
Lisa Melander,1
Julia Slupska,1
Leonie Tanczer,1
Ella Broadbent,1
Chrissy Thompson,1
Adelina Zeqiri,1
Adel Ben Youssef,1
Teja Maherzi Zahar,1
Hana Tharwat,1
Samah Tarek Ahmed Hafez,1
Ibrahim Elsayed Elgohary,1
Ahmed Hassanein,1
Benedict Faber,1
Georg Cappelen Michelet,1
Niklas Weidmann,1
Raghava Rao Mukkamala,2
Ravi Vatrapu,2
Adel Sulaiman,1
Bharathiraja Nagu,1
Pradeepa Karuppaiah,1
Mana Saleh Al Reshan,1
Sultan Alyami,1
Kate R. Rosenbloom,1
Joel Armstrong,1
Galt P Barber,1
Jonathan D. Casper,1
Hiram Clawson,1
Timothy R. Dreszer,1
Pauline A. Fujita,1
Luvina Guruvadoo,1
Maximilian Haeussler,1
Rachel Harte,1
Steve Heitner,1
Glenn Hickey,1
Angie S. Hinrichs,1
Robert Hubley,1
Donna Karolchik,1
Katrina Learned,1
Brian T. Lee,1
Chin H. Li,1
Karen H. Miga,1
Ngan Nguyen,1
Benedict Paten,1
Brian J. Raney,1
Arian F. A. Smit,1
Matthew L Speir,1
Ann S. Zweig,1
Robert M. Kuhn,1
W. James Kent,1
Jeroen van den Hoven,3
Dirk Helbing,2
Dino Pedreschi,1
J. Domingo-Ferrer,1
F. Gianotti,1
Abdullah Alanazi,1
Matthias Dehmer,1
Frank Emmert‐Streib,2
Rita Cucchiara,1
Isabelle Augenstein,1
Igor Jurišica,1
Abdullah Algarni,2
Vijey Thayananthan,2
Zheming An,1
Zhiyong Jiang,1
Shao-Fang Wen,1
Basel Katt,1
Francesca Casalini,1
Javier López González,1
Rustam Jamilov,1
Hélène Rey,1
Ahmed Tahoun,1
Simona Ramos,1
Joshua Ellul,1
Mukesh Gautam,2
Yixing Gao,1
Lu Zhang,2
Wei Wei,1
Guillermo Suárez‐Tangil,1
Juan Tapiador,1
Pedro Peris‐Lopez,1
Arturo Ribagorda,1
Abdulmohsen Algarni,1
Tayfun Acarer,1
Marco Brandizi,1
Olga Melnichuk,1
Uğis Sarkans,2
Raffael Bild,2
Florian Kohlmayer,2
Benedicto Rodriguez-Castro,1
Helmut Spengler,2
Klaus A. Kuhn,3
Timo Mustonen,1
Mikael Lindén,1
Tommi Nyrönen,1
George Vukotich,1
Marta Ziosi,3
Benjamin Hewitt,1
Prathm Juneja,2
Abhishek Purohit,1
Maninder Kaur,1
Zeki Can Seskir,2
Matthew T. Posner,1
Araceli Venegas‐Gomez,1
Marcel Thomas Bürkler,1
Ali Shuaib,1
Werisha Ibrar,1
Danish Mahmood,1
Ghufran Ahmed,1
Salman Ben Zayed,1
Ding Wang,1
Jeff Yan,1
Xinyi Huang,1
Adwait S Malik,1
Sourya Acharya,1
Sonal Humane,1
Mian Ahmad Jan,1
Cai Jinjin,1
Xiangchuan Gao,1
Muhammad Usman,1
Wanxin Li,1
Hao Guo,1
Mark Nejad,1
Chien‐Chung Shen,1
Aram Bahrini,1
Mohammadsadra Khamoshifar,1
Hossein Abbasimehr,1
Robert J. Riggs,1
Maryam Esmaeili,1
Rastin Mastali Majdabadkohne,1
Morteza Pasehvar,1
Sana Daud,1
Christophe Lazaro,1
Daniel Le Métayer,1
Jip W T M de Kok,1
Miguel Ángel Armengol de la Hoz,1
Y. de Jong,1
Véronique Brokke,1
Paul Elbers,2
Patrick Thoral,1
Alejandro Castillejo,1
Tomás Trenor,1
José María Castellano,1
Alberto E. Bronchalo,1
Tobias M. Merz,1
Martin Faltys,1
Collaborator group,1
Cristina Casares,1
Araceli Jiménez,1
Jaime Requejo,1
Sonia Gutiérrez,1
David Curto,1
Gunnar Rätsch,1
Jan M. Peppink,1
Ronald H. Driessen,1
Eric J.G. Sijbrands,1
Armand R. J. Girbes,1
José Barberán,1
José F. Varona,1
Paula Villares,1
Iwan C.C. van der Horst,1
Minnan Xu,1
Bas C. T. van Bussel,1
Shona Kalkman,2
Johannes van Delden,1
Amitava Banerjee,2
Benoît Tyl,2
Menno Mostert,2
Ghislaine J. M. W. van Thiel,3
Hongsheng Hu,1
Zoran Salčić,1
Lichao Sun,1
Gillian Dobbie,1
Victoria Bukky Ayoola,1
Ugoaghalam Uche James,1
Idoko Peter Idoko,1
Onuh Matthew Ijiga,1
Toyosi Motilola Olola,2
Natalie Harrower,1
"Name=Maryl, Maciej",1
Authority=ORCID,3
Identifier=Https://Orcid.Org/0000-0002-2639-041X,1
"Name=Biro, Timea",1
Identifier=Https://Orcid.Org/0000-0002-8900-8978,1
"Name=Immenhauser, Beat",1
Identifier=Https://Orcid.Org/0000-0002-3465-1798,1
ALLEA Working Group E-Humanities,1
Jana Glöckler,1
Johannes Sedlmeir,1
Muriel Frank,1
Gilbert Fridgen,1
Mohamed Faisal Elrawy,1
Ali Ismail Awad,1
Hesham F. A. Hamed,1
Albert T. Young,1
Dominic Amara,1
A. Bhattacharya,1
Maria L. Wei,1
Okan Bulut,1
Maggie Beiting-Parrish,1
Uzma Jafar,1
Mohd Juzaiddin Ab Aziz,1
Zarina Shukur,1
Martin Bedoya,1
Sara Palacios,1
Estefania Laverde,1
Bayode Ogunleye,1
Kudirat Ibilola Zakariyyah,1
Oluwaseun Ajao,1
Olakunle Olayinka,1
Hemlata Sharma,1
Max Landauer,1
Branka Stojanović,1
Andreas Flatscher,1
Torsten Ullrich,1
Miltiadis D. Lytras,2
Anna Visvizi,1
Sarabjot Singh,1
Lulu Guo,1
Jinan Zhang,1
Jin Ye,2
Stephen J. Coshatt,1
Wen‐Zhan Song,2
A.L.M.U.S.T.A.P.H.A.A. WAKILI,1
Babajide J. Asaju,1
Niels Peek,1
Mark Sujan,1
Philip Scott,1
Filippo Santoni de Sio,2
Giulio Mecacci,1
Imtiaz Ahmed,2
Mashrafi Kajol,2
Uzma Hasan,2
Partha Protim Datta,2
Ayon Roy,2
Md. Rokonuzzaman Reza,2
Francesco Cappa,1
Stefano Franco,1
Federica Rosso,1
Agata Ferretti,1
Samia Hurst,1
Milo A. Puhan,1
Nicholas Carlini,1
David Wagner,1
Mohammed Ashfaaq M. Farzaan,1
Ayman El-Hajjar,1
Deepthi Ratnayake,1
Caren B. Cooper,1
Lisa M. Rasmussen,1
Elizabeth D. Jones,1
Umara Urooj,1
Anazida Zainal,1
Wamda Nagmeldin,1
Dingyi Xiang,1
Wei Cai,1
Keshab Nath,1
Pavel Ciaian,1
Miroslava Rajčániová,1
d’Artis Kancs,1
Stefano Balietti,1
Amanda E. Toland,1
Lawrence C. Brody,1
Iniobong Ekong,1
Emeka Chukwu,3
Martha Chukwu,1
Chris Jay Hoofnagle,1
Bart van der Sloot,1
Ming Liu,1
Yiling Ren,1
Lucy Michael Nyagoga,1
Francis Stonier,1
Zhongming Wu,1
Liang Yu,1
"Dorch, Bertil Fabricius",1
James Prather,1
Paul Denny,1
Juho Leinonen,1
Ibrahim Albluwi,2
Michelle Craig,1
Hieke Keuning,1
Natalie Kiesler,1
Tobias Kohn,1
Andrew Luxton-Reilly,2
Stephen MacNeil,1
Andrew Petersen,1
Raymond Pettit,1
Brent N. Reeves,1
Jaromír Šavelka,1
Sandeep Jagtap,1
Farah Bader,1
Guillermo Garcia‐Garcia,1
Hana Trollman,1
Tobi Fadiji,1
Konstantinos Salonitis,1
Tam N. Nguyen,1
Umar Zaman,2
Imran Imran,3
Junaid Imtiaz,1
Muhammad Fayaz,2
Jeonghwan Gwak,2
Chirag Arora,1
Jiaheng Wang,1
Xintong Ling,1
Yuwei Le,1
Sameera K.M.,1
Serena Nicolazzo,2
Marco Arazzi,2
Antonino Nocera,2
Rafidha Rehiman K. A.,1
P. Vinod,1
Md Eshrat E. Alahi,1
Arsanchai Sukkuea,1
Fahmida Wazed Tina,1
Anindya Nag,1
Wattanapong Kurdthongmee,1
Korakot Suwannarat,1
Subhas Chandra Mukhopadhyay,1
Oladele Afolalu,1
Mohohlo Samuel Tšoeu,1
Fabio Galbusera,1
Andrea Cina,1
Seng Boon Lim,1
Jalaluddin Abdul Malek,1
Md Farabi Yussoff Md Yussoff,1
OECD,4
Temitayo Oluwaseun Jejeniwa,1
Noluthando Zamanjomane Mhlongo,1
Titilola Olaide Jejeniwa,1
Yohannes T. Aklilu,1
Zohreh Zarezadeh,1
Raymond Rastegar,1
Zheng Xiang,1
Sylvain Frey,1
Pauline Anthonysamy,1
Maria Pinto-Albuquerque,1
Syed Asad Ali Naqvi,1
Iain Nash,1
Jan Lánský,1
Saqib Ali,1
Mokhtar Mohammadi,1
Mohammed Kamal Majeed,1
Sarkhel H. Taher Karim,1
Shima Rashidi,1
Mehdi Hosseinzadeh,1
Amir Masoud Rahmani,1
Murtala Ismail Adakawa,1
Maria Nawaz Chohan,1
Usman Haider,1
Muhammad Yaseen Ayub,1
Hina Shoukat,1
Tarandeep Kaur Bhatia,1
Muhammad Furqan Ul Hassan,1
Geraldine O. Mbah,1
Achudume Nkechi Evelyn,1
Bernardus Jansen,1
Natalia Kadenko,1
Kevin Borgolte,1
Tobias Fiebig,1
Priyanka Verma,1
Nitesh Bharot,1
Donna O’Shea,1
Ankit Vidyarthi,1
Raiha Tallat,1
Xingfu Wang,1
Ahmed Al‐Dubai,1
Zhi Liu,1
George Sklavos,1
George Theodossiou,1
Zacharias Papanikolaou,1
Christos Karelakis,1
Konstantina Ragazou,1
Breno Costa,1
João Bachiega,1
Leonardo Rebouças de Carvalho,1
Aletéia Araújo,1
Neeshe Khan,1
Robert Houghton,1
Sarah Sharples,1
Hsin‐Te Wu,1
Chun‐Wei Tsai,1
William H. Dutton,1
Patricia Esteve‐González,1
Athira Nambiar,1
Divyansh Mundra,1
Kaiqi Sun,1
Wei Qiu,1
Yuqing Dong,1
Chengwen Zhang,1
He Yin,1
Wenxuan Yao,1
Yilu Liu,1
Peter Kováč,1
Peter Jackuliak,1
Ivan Varga,1
Michal Aláč,1
Martin Smatana,1
Dušan Lovich,1
Andrej Thurzo,1
Ilsun You,2
Ing-Ray Chen,2
Shaza Dawood Ahmed Rihan,1
Basim Ahmad Alabsi,1
Emre Çamalan,1
Zainab Iftikhar,1
Yasir Javed,1
Syed Yawar Abbas Zaidi,1
Munam Ali Shah,1
Zafar Iqbal Khan,1
Shafaq Mussadiq,1
Kamran Abbasi,1
Jana Fehr,1
Brian Citro,1
Rohit Malpani,1
Christoph Lippert,1
Mingyu Yang,1
Lin Chen,1
Jiangjiang Wang,1
Goodluck Msigwa,1
Ahmed I. Osman,1
Samer Fawzy,1
David W. Rooney,1
Pow‐Seng Yap,1
Jiaqi Ruan,1
Gaoqi Liang,1
Huan Zhao,1
Guolong Liu,1
Xianzhuo Sun,1
Jing Qiu,1
Zhao Xu,1
Fushuan Wen,1
Syed Hammad Mian,1
Bashir Salah,1
Wadea Ameen,1
Khaja Moiduddin,1
Hisham Alkhalefah,1
Minh‐Hoang Nguyen,1
Tam-Tri Le,1
Hong‐Kong T. Nguyen,2
Manh‐Toan Ho,1
Nguyễn Thanh Thanh Huyền,1
Quan‐Hoang Vuong,2
Maryam Mahsal Khan,1
Mohammed Alkhathami,1
Anna Markella Antoniadi,1
Yuhan Du,1
Yasmine Guendouz,1
Lan Wei,1
Claudia Mazo,1
Catherine Mooney,1
Jiawei Du,1
Kai Yang,1
Yanjing Hu,1
Lingjie Jiang,1
Simone Nomie Sato,1
Emilia Condés,1
Alejandro Rubio-Zarapuz,1
Athanasios A. Dalamitros,1
Rodrigo Yañéz‐Sepúlveda,1
José Francisco Tornero-Aguilera,1
Vicente Javier Clemente‐Suárez,1
Sondes Ksibi,1
Faouzi Jaïdi,1
Georgy Ishmaev,1
Aiman Shahid Butt,1
Arslan Ahmed Amin,1
Tjeerd W. Boonstra,1
Jennifer Nicholas,1
Quincy J. J. Wong,1
Frances Shaw,1
Samuel Townsend,1
Helen Christensen,1
Rune Nyrup,1
Anna Alexandrova,1
Stephen Cave,1
Zlatan Morić,1
Vedran Dakić,1
Daniela Djekic,1
Damir Regvart,1
Habib Sadri,1
İbrahim Yitmen,2
Lavinia Chiara Tagliabue,1
Florian Westphal,1
Afshin Taheri,1
Goran Šibenik,1
David Cevallos-Salas,1
Felipe Grijalva,1
José Antonio Estrada,1
Diego S. Benítez,1
Roberto Andrade,2
Adel Binbusayyis,2
Haya Alaskar,1
Thavavel Vaiyapuri,2
M. Dinesh,1
Javiera Atenas,1
Leo Havemann,1
Cristian Timmermann,1
Erin Hengel,1
Harry Hallock,1
Serena Marshall,1
Peter A.C. ’t Hoen,1
Jan F. Nygård,1
Bert Hoorne,1
Cameron Fox,1
Sharmini Alagaratnam,1
Evgenia Gkintoni,1
Andrew Sortwell,1
Alireza Bakhshi Zadi Mahmoodi,1
Saeid Sheikhi,1
Ella Peltonen,1
Panos Kostakos,1
Charlotte van Ooijen,1
"Ubaldi, Barbara",1
"Welby, Benjamin",2
Faisal Mehmood,1
Naeem Iqbal,1
Jungsuk Kim,1
Muhammad Ibrahim,1
Segundo Moisés Toapanta Toapanta,1
Omar Alexander Escalante Quimis,1
Luis Enrique Mafla Gallegos,1
Rocío Maciel,1
Reyer van der Vlies,1
Ruth Ande,1
Mathilde Boisse-Despiaux,1
Catherine Heeney,1
Naomi Hawkins,1
Paula Boddington,1
Jane Kaye,2
Amjed Ahmed Al-Kadhimi,1
Manmeet Mahinderjit Singh,2
Mohd Nor Akmal Khalid,1
Patrick Fitzpatrick,1
Reeba Zahid,1
Ayesha Altaf,1
Tauqir Ahmad,1
Faiza Iqbal,1
Yini Airet Miró Vera,1
Miguel Ángel López Flores,1
Anthony L. Vaccarino,1
Moyez Dharsee,1
Stephen C. Strother,1
Don Aldridge,1
Stephen R. Arnott,1
Brendan Behan,1
Costas Dafnas,1
Fan Dong,1
Kenneth E. Edgecombe,1
Rachad El-Badrawi,1
Khaled El-Emam,1
Tom Gee,1
Susan Gilbert Evans,1
Mojib Javadi,1
Shannon Lefaivre,1
Kristen Lutz,1
F. Chris MacPhee,1
Jordan Mikkelsen,1
Tom Mikkelsen,1
Nicholas Mirotchnick,1
Tanya Schmah,1
Christa M. Studzinski,1
Donald T. Stuss,1
Elizabeth Theriault,1
Kenneth Evans,1
Jing Miao,2
Charat Thongprayoon,2
Supawadee Suppadungsuk,2
Oscar A. Garcia Valencia,2
Fawad Qureshi,1
Wisit Cheungpasitporn,2
Mohammed Abdelaziz,1
Abdelrahman Radwan,1
Hesham Mamdouh,1
Adel Saeed Saad,1
Abdulrahman Salem Abuzaid,1
Ahmed Ayman AbdElhakeem,1
Salma Zakzouk,1
Kareem Moussa,1
M. Saeed Darweesh,1
Md. Faiyazuddin,1
Syed Jalal Q. Rahman,1
Gaurav Anand,1
Raza A. Siddiqui,1
Rachana Mehta,1
Mahalaqua Nazli Khatib,1
Shilpa Gaidhane,1
Quazi Syed Zahiruddin,1
Arif Hussain,1
Ranjit Sah,1
Fouad Trad,1
Ali Chehab,1
Meng-Leong How,1
Sin-Mei Cheah,1
Daniel Grimm,1
Marco Stang,1
Eric Sax,1
Stavros Kalogiannidis,1
Dimitrios Kalfas,1
Olympia Papaevangelou,1
Grigoris Giannarakis,1
Fotios Chatzitheodoridis,1
Rimalini Gadekar,1
Bijan Sarkar,1
Ashish Gadekar,1
Marcus Gallagher,1
M. Yezheev,1
Surendra Narang,1
Anila Gogineni,1
Ludovik Çoba,1
B.J. Wagner,1
Tarek R. Besold,2
yuntao wang,1
Dongxiao Liu,1
rui xing,1
Mamoru Mimura,1
Ryo Ito,1
Noor Hazlina Abdul Mutalib,1
Aznul Qalid Md Sabri,1
Erma Rahayu Mohd Faizal Abdullah,1
Nouar AlDahoul,1
Lorenzo Neil,1
Anupam Joshi,1
Ayobami P. Olatunji,1
Oluwafemi S. Ajibola,1
Nafisat O. Agunbiade,1
Robert Gianni,1
Santtu Lehtinen,1
Mika Nieminen,1
Shefali V Bhagat,1
Deepika Kanyal,1
Liyuan Liu,1
Meng Han,1
Stanislav Abaimov,1
Giuseppe Bianchi,2
Valentina Brancato,1
Giuseppina Esposito,1
Luigi Coppola,1
Carlo Cavaliere,1
Peppino Mirabelli,1
Camilla Scapicchio,1
Rita Borgheresi,1
Emanuele Neri,1
Marco Salvatore,1
Marco Aiello,1
Ahmed M. Alhuwaydi,1
James Shires,2
S. V. Subrahmanya,1
Mahmoud Ahmad Al‐Khasawneh,1
Thanaa Saad AlSalem,1
Nathalie Tan Yhe Huan,1
Samuel Greiff,2
Ziwen Teuber,1
Martina Neri,1
Federico Niccolini,1
Rosario Pugliese,1
Nathalie Maréchal,1
Henry T. Greely,1
Mildred K. Cho,1
Joseph Fenech,1
Deborah Richards,1
Hui Jiang,1
Kun Wang,1
Yihui Wang,1
Min Gao,1
Yan Zhang,1
Fadele Ayotunde Alaba,1
Hakeem Adewale Sulaimon,1
Madu Ifeyinwa Marisa,1
Owamoyo Najeem,1
Peter Mayer,1
Yixin Zou,1
Byron Lowens,1
Hunter A. Dyer,1
Khue Le,1
Adam J. Aviv,1
Daniel Schiff,1
Jack Gallifant,2
Amelia Fiske,1
Yulia A. Strekalova,1
Juan Sebastian Osorio-Valencia,1
Rachael Parke,1
Rogers Mwavu,1
Nicole Martínez,1
Marzyeh Ghassemi,2
Dina Demner‐Fushman,1
Liam G. McCoy,1
Robin Pierce,1
Maxwell J. Smith,1
Sally Bean,1
Gregor Stiglic,1
Primoz Kocbek,1
Nino Fijacko,1
Marinka Zitnik,1
Katrien Verbert,1
Leona Cilar,1
Jacqui Taylor-Jackson,1
John McAlaney,1
Jeffrey L. Foster,1
Abubakar Bello,1
John Dale,1
Stephanie H. Hoelscher,1
Ashley Pugh,1
Yinheng Li,1
Shaofei Wang,1
Han Ding,1
Hang Chen,1
Rebecca Wilson,1
O. W. Butters,1
James Baker,1
Jonathan Tedds,2
Andrew Turner,1
Madeleine J. Murtagh,2
Kyle M. L. Jones,1
Emmanuel Oyekanlu,1
A.C. Smith,1
Windsor Thomas,1
Grethel Mulroy,1
Dave Hitesh,1
Matthew L. Ramsey,1
David Kuhn,1
Jason D. Mcghinnis,1
Steven C. Buonavita,1
Nickolus A. Looper,1
Mason Ng,1
Anthony Ng’oma,1
Weimin Liu,1
Patrick G. Mcbride,1
Michael G. Shultz,1
Craig Cerasi,1
Sun Dan,1
Jialu Yang,1
Ying Liu,1
Phillip L. Morgan,1
Justin Parkhurst,1
Rajesh Kumar,1
Mariëlle Stoelinga,1
Louie Giray,1
Jomarie Jacob,1
Daxjhed Louis Gumalin,1
R. Shobana,1
R Geetha,1
D. K. Aswal,1
John G. Keogh,2
Abdulla Al-Hajri,1
Galal M. Abdella,1
Hussein Al-Yafei,1
Saleh Aseel,1
Mauritz Kop,1
Eline De Jong,1
Mark L. Brongersma,1
Teresa Quintel,1
Raymond Laflamme,1
Fotis Kitsios,1
Elpiniki Chatzidimitriou,1
Maria Kamariotou,1
Kashif Ahmad,1
Aleksandra Nastoska,1
Bojana Jancheska,1
Maryan Rizinski,1
Dimitar Trajanov,1
David Ortiz-Puerta,1
Kauser Ahmed,1
Sara Goering,1
Eran Klein,1
Laura Specker Sullivan,1
Anna Wexler,1
Blaise Agüera y Arcas,1
Guo‐Qiang Bi,1
Jose M. Carmena,1
Joseph J. Fins,1
Phoebe Friesen,1
Jack L. Gallant,1
Jane E. Huggins,1
Adam Marblestone,1
Christine Mitchell,1
Erik Parens,1
Michelle Pham,1
Alan Rubel,1
Norihiro Sadato,1
Mina Teicher,1
David Wasserman,1
Meredith Whittaker,1
Jonathan R. Wolpaw,1
Rafael Yuste,1
Christian Laux,1
Christian Leuz,1
Ömer Aydın,1
Enis Karaarslan,1
Christopher Mondschein,1
Cosimo Monda,1
S.M.S. Chahal,2
Xiaohong Zhang,1
Xiaofeng Chen,1
Duc Minh Cao,1
Md Abu Sayed,2
Md Tuhin Mia,1
Eftekhar Hossain Ayon,1
Bishnu Padh Ghosh,1
Rejon Kumar Ray,1
Aqib Raihan,1
Aslima Akter,1
Md Mamunur Rahman,1
Bhuvaneshwari A J,1
Kaythry P,1
Abbas M. Al-Ghaili,1
Hairoladenan Kasim,1
Naif Mohammed Al‐Hada,1
Zainuddin Hassan,1
Marini Othman,1
Jakir Hussain Tharik,1
Rafiziana Md. Kasmani,1
Ibraheem Shayea,1
Adam At Thur Jasson Cassidy,1
Anis Fuad,1
Muhammad Ulil Abshor As Shofy,1
Mussa Ally Dida,1
Anael Sam,1
Neya Global,2
Anna Neya Kazanskaia,2
Jaka Potočnik,1
Shane Foley,1
Edel Thomas,1
Aldona Jarašūnienė,1
Kristina Čižiūnienė,1
Audrius Čereška,1
Deepthy Jose,1
Kavitha Palaniappan,1
Elaine Yan Ting Lin,1
Silke Vogel,1
Huy Toan Nguyen,1
Fabio Di Troia,1
Genya Ishigaki,1
Mark Stamp,1
Baicun Wang,1
Fei Tao,1
Xudong Fang,1
Yufei Liu,2
Theodor Freiheit,1
Dirk Hovy,1
Shannon Spruit,1
Emily Bender,1
Margot Mieskes,1
Julian Bleicken,1
Thomas Hanke,1
Uta Salden,1
Sven Wagner,1
Cal- Zolari Nicoletta,1
Khalid Choukri,1
Thierry Declerck,1
Sara Goggi,1
Marko Grobelnik,1
Bente Maegaard,1
Joseph Mariani,1
Helene Mazo,3
Asun- Cion Moreno,1
Jan Odijk,1
Stelios Piperidis,1
Antnio Branco,1
Nicoletta Calzolari,3
Slovenia Portoro,1
Hlne Mazo,1
Asuncin Moreno,1
Con- Ference Chair,1
Asuncion Moreno,1
Riccardo Gratta,1
Francesca Frontini,1
Monica Monachini,1
Gabriella Pardelli,1
Irene Russo,1
Roberto Bartolini,1
Fahad Khan,1
Claudia Soria,1
Nico- Letta Calzolari,1
Lrec,1
Jochen Leidner,1
Vassilis Plachouras,1
Corina Koolen,1
Andreas Van Cranenburgh,1
Brian Larson,1
Nitin Madnani,1
Anastassia Loukina,1
Alina Von Davier,1
Jill Burstein,1
Aoife Cahill,1
Rachael Tatman,1
David Lewis,2
Joss Moorkens,1
Rachel Rudinger,1
Chandler May,1
Benjamin Van Durme,1
Simon uster,1
Stphan Tulkens,1
Walter Daelemans,1
Tyler Schnoebelen,1
Charese Smiley,1
Frank Schilder,1
Jozef Milutka,1
Ondej Koarko,1
Amir Kamran,1
Limor Peer,1
Ann Green,1
Elizabeth Stephenson,1
Stephen Wu,1
Tamara Timmons,1
Amy Yates,1
Meikun Wang,1
Steven Bedrick,1
William Hersh,1
Colin Allen,1
Iva Smit,1
Wendell Wallach,1
Tim Althoff,1
Kevin Clark,1
Jure Leskovec,1
Chris Brew,1
Johnny Soraker,1
Terell Bynum,1
C Cary,1
H Wen,1
P Mahatanankoon,1
K Enfield,1
J Truwit,1
Joshua Fairfield,1
Hannah Shtein,1
Karn Fort,1
Alain Couillault,1
K Fort,1
G Adda,1
K Cohen,1
Daniel Gozman,1
Jonathan Liebenau,1
Jonathan Mangan,1
Birger Haarbrandt,1
Björn Schreiweis,2
Sabine Rey,1
Simone Scheithauer,1
Otto Rienhoff,1
Petra Knaup,1
Udo Bavendiek,1
Christoph Dieterich,1
Benedikt Brors,1
Inga Kraus,1
Caroline Thoms,1
